id,record_id,question,answer,metadata,ingestion_date,company_name,company_crm_id,creation_date,rfp_id
3,663e6fb4-259e-4e78-bfe6-a0c7f16aabf2,The Underlay Network Fabric should support CLOS based high-availability architecture with redundant spine and leaf switches.,Hedgehog Open Network Fabric configures and enforces a CLOS topology for high-availability cloud network.,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.1"", ""compliance"": ""Comply"", ""reference_document"": ""https://docs.githedgehog.com/latest/architecture/fabric/""}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
4,c2e2d798-dafd-4bd8-8731-5f748b498547,"The supplier's standard Leaf switch must be capable of 10G, 25G, 40G and 100G ports distribution. [Minimum (32 to 36) x100G, or 48x25G+4 x 100G)]","Hedgehog is quoting the Supermicro SSE-C4632SB with TD3x7 as a cost effective solution with 128k LPM routes and AC power.  However, this device does not meet UGF 1.9 or UGF 1.24 requirements.  

Dell Z9432 recommended for DC power and LPM routes
Hedgehog recommends the Dell Z9432 featuring the Broadcom Trident 4-X11 NPU as your standard leaf to meet 100% of the underlay requirements.  This model exceeds port requirements by a factor of 2 [DOWN/UP: 32x400G (400G, 100G, 40G, 25G, 10G)], but it is the only device that meets both UGF 1.9 and UGF 1.24 requirements. 
        UGF 1.9 requires all devices to support both AC and DC power.  The only device on the market supporting DC Power is the Dell Z9432 featuring a Trident 4-X11 NPU.
        UGF 1.24 requires a minimum unidimensional routing table supporting: 128K IPv6, 256K IPv4 LPM routes.  TD3-X7 devices are limited to 128k IPv6 or 128 IPv4 LPM routes.  Trident 4-X9 and Trident 4-X11 devices support 1M IPv6 or 1M IPv4 routes per system.  


AC alternatives with Trident X4
If DC power is not a hard requirement, Hedgehog also supports the Dell S5448 or Edgecore DCS240 meeting UGF 1.24 requirements at lower price points.    
        Dell S5448 -TD4x9 DOWN: 32x100G (100G, 50G, 40G, 25G, 10G) + UP: 8x400G (400G, 200G, 100G, 50G, 40G, 25G, 10G)
        Edgecore DCS240 - TD4x11 DOWN/UP: 32x400G (400G, 100G, 40G, 25G, 10G)


Multiple low cost alternatives with 128k LPM routes
If UGF 1.24 is not a hard requirement, then T-Mobile has several Trident 3-X7 options for unidimensional routing tables supporting 128k IPv6 or IPv4 LPM routes:
        Supermicro SSE-C4632SB - TD3x7 DOWN/UP: 32x100G (100G, 50G, 40G, 25G, 10G)
        Celestica DS3000 - TD3x7 DOWN/UP: 32x100G (100G, 50G, 40G, 25G, 10G)
        Dell S5232 - TD3x7  DOWN/UP: 32x100G (100G, 50G, 40G, 25G, 10G)
        Dell S5248 - TD3x7  DOWN: 48x25G (25G, 10G)+ 4x100G (100G, 50G, 40G, 25G, 10G) + UP: 2x200G (200G, 100G, 50G, 40G, 25G, 10G)
        Edgecore DCS204/AS7726 - TD3x7 DOWN/UP: 32x100G (100G, 50G, 40G, 25G, 10G)
        Edgecore DCS203/AS7326 - TD3x7 DOWN: 48x25G (25G, 10G) + UP: 8x100G (100G, 50G, 40G, 25G, 10G)","{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.2"", ""compliance"": ""Comply"", ""reference_document"": ""https://www.supermicro.com/en/products/accessories/networking/sse-c4632sb.php\n\nhttps://www.delltechnologies.com/asset/en-us/products/networking/technical-support/dell-emc-powerswitch-z9432f-spec-sheet.pdf\n\nhttps://www.edge-core.com/product/dcs240/\n\nhttps://www.delltechnologies.com/asset/en-us/products/networking/technical-support/dell-emc-powerswitch-s5448f-on-spec-sheet.pdf\n\nhttps://www.celestica.com/uploadedFiles/Site/our-expertise/hardware-platform-solutions/networking/networking-list/cls_datasheet_DS3000.pdf\n\nhttps://www.delltechnologies.com/asset/en-in/products/networking/technical-support/dell_emc_networking-s5200_on_spec_sheet.pdf\n\nhttps://www.edge-core.com/product/dcs204/\n\nhttps://www.edge-core.com/product/dcs203/""}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
5,0bec1162-d9b5-47de-bb49-44b02f077c3c,"The supplier's large Leaf switch must have a 100G and 400G distribution and Uplink ports. [Minimum (32 to 36) x100G, and 4 x 400G)]",Hedgehog recommends the Dell Z9432 to meet 100% of the underlay requirements.  The Edgecore DCS240 or Dell S5448 are alternatives if UGF1.9 or UGF1.24 are not hard requirements.,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.3"", ""compliance"": ""Comply"", ""reference_document"": ""https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/dell-emc-powerswitch-z9432f-spec-sheet.pdf\n\nhttps://www.edge-core.com/product/dcs240/\n\nhttps://www.delltechnologies.com/asset/en-us/products/networking/technical-support/dell-emc-powerswitch-s5448f-on-spec-sheet.pdf""}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
6,4c465fa1-3f70-4f9f-9a73-2439b59499f3,"The supplier's Spine switch must be capable of  40G, 100G, 400G ports distribution. 800G ports options is preferred. [Minimum 32x400G or 64x400G, 128x40/100G, or 256x40/100G)]","If UGF 1.9 is a hard requirement, then the only device that meets requirements is a Dell Z9432 with 32x400G ports.  

If UGF 1.9 is not required, then Hedgehog recommends Supermicro SSE-T8164S DOWN/UP: 32 x 2x400G ( $35,555 ) with Tomahawk 5 to meet UGF1.4 preference for 800G ports.  

Otherwise, several alternatives with a minimum Tomahawk 3 or Trident 4 NPU otherwise meet minimum underlay requirements for 400G ports.
        Supermicro SSE-T8032 - TH3 DOWN/UP: 32x400G (400G, 200G, 100G, 50G, 40G, 25G, 10G)
        Celestica DS4000 - TH3 DOWN/UP: 32x400G (400G, 200G, 100G, 50G, 40G, 25G, 10G)
        Dell Z9332 - TH3 DOWN/UP: 32x400G (400G, 200G, 100G, 50G, 40G, 25G, 10G)
        Dell Z9664 - TH4 DOWN/UP: 64x400GbE (400G, 200G, 100G, 50G, 40G, 25G, 10G)
        Edgecore DCS520/AS9736-64X - TH4 DOWN/UP: 64x400GbE (400G, 200G, 100G, 50G, 40G, 25G, 10G)","{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.4"", ""compliance"": ""Comply"", ""reference_document"": ""https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/dell-emc-powerswitch-z9432f-spec-sheet.pdf\n\nhttps://cls.celestica.com/hardware-platforms/ds4000ds4001/\n\nhttps://www.delltechnologies.com/asset/en-us/products/networking/technical-support/dell-emc-networking-z9332f-spec-sheet.pdf\n\nhttps://www.delltechnologies.com/asset/en-in/products/networking/technical-support/dell-powerswitch-z9664f-on-spec-sheet.pdf\n\nhttps://www.edge-core.com/product/dcs520/""}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
7,38196d96-4ac5-48f0-8029-6f8d95724bd2,"The supplier's Border Leaf switch must be capable of  40G, 100G, 400G ports distribution. 800G ports options is preferred. [Minimum 32x400G or 64x400G, 128x40/100G, or 256x40/100G)]",Hedgehog recommends the Dell Z9432 to meet all underlay requirements for the Border Leaf.  The Edgecore DCS240 is an alternative if DC power is not required.,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.5"", ""compliance"": ""Comply"", ""reference_document"": ""https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/dell-emc-powerswitch-z9432f-spec-sheet.pdf\n\nhttps://www.edge-core.com/product/dcs240/""}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
8,e5bc6462-6788-4945-8817-bcb3da0b71ac,"The supplier must provide information on 400G, 100G, 40G, 25G, and 10G breakout limitations and capacities for the platform(s)/Slots.","All 400G platforms break out to 4x100, 2x200, 4x25 and support 40/25/10G with adapters.  All 100G platforms break out to 3240G, 64x50G, or 128x25G.","{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.6"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
9,78203a46-41a0-4a9a-9eee-1e8ef0b091a8,The device(s) must support port side exhaust or port side intake for power supplies and fans.,"All devices listed provide both IO -> PSU and PSU -> IO fans, none do side to side","{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.7"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
10,a0b0e247-115b-40e2-b815-bc05fb7761b4,"The supplier must describe support of  SFP, SFP+, QSFP, QSFP-DD and copper, MMF, and SMF on proposed device(s).","#        Transceiver/Cable        Type        Speed        Vendor        Part Number
1        Transceiver        SFP        1G        Finisar        FTLF1321P1BTL
2        Transceiver        SFP        1G        Finisar        FTLF8519P3BNL
3        Transceiver        SFP+        10G        Finisar        FTLX8571D3BCL
4        Transceiver        SFP+        10G        Finisar        FTLF8524P2BNL
5        Transceiver        QSFP+        40G        Avago        AFBR-79EIPZ
6        Transceiver        QSFP+        40G        Avago        AFBR-79E4Z
7        Transceiver        QSFP+        40G        Finisar        FTL410QE2C
8        Transceiver        QSFP+        40G        Finisar        FTL4C1QE1C
9        DAC        QSFP+        40G        Amphenol        603020001
10        DAC        QSFP+        40G        Amphenol        603020003
11        DAC        QSFP+        40G        Amphenol        603020005
12        DAC        QSFP+        40G        Amphenol        603020007
13        DAC        QSFP28        100G        Yamachi        CAU120-038-D050
14        DAC        QSFP28        100G        Amphenol        NDAAFF-0001
15        DAC        QSFP28        100G        Amphenol        NDAAFF-0003
16        DAC        QSFP28        100G        Amphenol        NDAAFJ-0004
17        DAC        SFP28        25G        Amphenol        NDCCGF-0005
18        DAC        SFP28        25G        Amphenol        NDCCGF-0001
19        DAC        SFP28        25G        Amphenol        NDCCGJ-0005
20        DAC        SFP28        25G        Amphenol        SF-NDCCGF28GB-002M
21        DAC-QSFP28_to_Quad_ SFP28 Breakout Cable        QSFP28  SFP28        100  4  25G        Amphenol        NDAQGF0003
22        DAC - QSFP28_to_Quad_ SFP28 Breakout Cable        QSFP28  SFP28        100  4  25G        Amphenol        NDAQGF-0001
23        DAC - QSFP28_to_Quad_ SFP28 Breakout Cable        QSFP28  SFP28        100  4  25G        Amphenol        NDAQGF-0005
24        DAC        QSFP+        40G        Finisar        FCBG410QB1C03
25        DAC        SFP+        10G        Amphenol        586710005
26        DAC        SFP+        10G        Amphenol        586710007
27        DAC        SFP+        10G        Amphenol        586710003
28        DAC        SFP+        10G        Amphenol        586710004
29        40G_to_40G_Fiber_ Patch_Cable        QSFP+        40G        Amphenol        100164
30        40G_to_4*10G_Fiber_ Splitter_Cable        QSFP+  SFP+        40G  4  10G        Molex        CU-3M-QSFP-4SFP10G-C
31        40G_to_4*10G_Fiber_ Splitter_Cable        QSFP+  SFP+        40G  4  10G        Amphenol        100208
32        Amphenol_100G_Fiber_ 15M        QSFP28        100G        Amphenol        FOQQD33P00015
33        QSFP28_100G_QSFP_ TRANSCEIVER_FOXCONN        QSFP28        100G        Foxconn        AFBR-89BDDZ
34        SFP+ Passive DAC        SFP+        10G        Foxconn        CUFCP14-CCF05-EF
35        SFP+ Passive DAC        SFP+        10G        Foxconn        CUFCP13-DCF05-EF
36        SFP28 Passive DAC        SFP28        25G        Foxconn        CUFCP34-CCF05-EF
37        SFP28 Passive DAC        SFP28        25G        Foxconn        CUFCP32-DCF05-EF
38        QSFP+ Fanout Passive DAC        QSFP+  SFP+        40G  4  10G        Foxconn        CURCP14-CCF05-EF
39        SFP 10G SR        SFP        10G        Brocade        57-0000075-01
40        QSFP 40G 150M        QSFP        40G        Brocade        57-1000128-01
41        QSFP28 SR4 150M        QSFP28        100G        Brocade        57-1000326-01
42        QSFP28 AOC 10M        QSFP28        100G        Brocade        57-1000347-01
43        QSFP 40G LR        QSFP        40G        Brocade        57-1000263-01
44        QSFP28-100G-DAC        QSFP28        100G        FS        QSFP28-100G-DAC
45        QSFP28 - 4xSFP28 DAC 3M        QSFP28 - 4xSFP28        100G        FS        Q28-PC03
46        QSFP28-SR4-100G        QSFP28        100G        FS        QSFP28-SR4-100G
47        QSFP- 4xSFP DAC        QSFP-4xSFP        40G        FS        QSFP-4SFP10G-DAC
48        QSFP-SR4-40G        QSFP        40G        FS        QSFP-SR4-40G
49        QSFP-SR4-40G        QSFP        40G        FS        QSFP-SR4
50        40GE BiDi QSFP+        QSFP-BiDi        40G        FS        QSFP-BD-40G
51        QSFP-DD DR4 400G        QSFP-DD        400G        FOIT        AFCT-91DRDDZ
52        QSFP28 DR1 100G        QSFP28        100G        FOIT        AFCT-89SFDZ
53        QSFPDD 400G DR4        QSFP-DD        400G        AVAGO        AFCT-93DRPHZ-AZ2
54        QSFPDD 400G eDR4        QSFP-DD        400G        Dell-EMC        6MGDY
55        QSFPDD 400G LR4        QSFP-DD        400G        Dell-EMC        KW5H2
56        Transceiver        QSFP28 SR4        100G        Extreme Networks        EQPT1H4SR4UCM100
57        DAC        QSFP28DD        400G  8x25        DELL-EMC        DAC-Q28DD-8S28-25G-1M
58        DAC        QSFP28DD        400G  8x25        DELL-EMC        AOC-Q28DD-8S28-25G-7M
59        Transceiver        40G-PSM4        40G  4x10G        DELL-EMC        QSFP28 100GBASE-PSM4-DUALRA TE
60        Transceiver        400G-SR4.2        400G        DELL-EMC        Q56-DD SR4.2
61        Transceiver        SFP        1G        ProLabs        SFP-1000BASE-SX-C
62        DAC        SFP+        10G        ProLabs        470-AAVH-C
63        Transceiver        SFP+        10G        Edgecore Networks        ET5402-SR4
64        Transceiver        QSFP+        40G        Edgecore Networks        ET8401-SR4
65        DAC        SFP28        25G        10G Tek        CAB-ZSP/ZSP-P2M
66        Transceiver        QSFP28        100G        Finisar        FTLC1157RGPL-1Y
67        Transceiver        QSFPDD        400G        Cisco-pre (Precision)        QSFP56DD-DR4+-C
68        Transceiver        QSFPDD        400G        Precision        QSFP56DD-DR4+-D3
69        DAC        QSFP28        100G        FS        Q28-PC005
70        Transceiver        QSFP28        100G        FS        QSFP28-BLR4-100G (DE)
71        Transceiver        QSFP        40G        FS        QSFP-LR4-40G (DE)
72        Transceiver        QSFP+        40G        DELL-EMC        XW7J0
73        Transceiver        QSFPDD        400G        Amphenol        NDYYYF-0006 Rev H
74        DAC        QSFP28        100G        Amphenol        NDAAFF-0004 Rev V
75        CWDM4 2km SMF Transceiver        QSFP28        100G        CIG        TRQ5E14ENF-LF002
76        SR8 Transceiver        QSFP56-DD        400G        FS        QSFPDD-SR8-400G
77        DR4 Transceiver        QSFP56-DD        400G        FS        QDD-DR4-400G-Si
78        FR4 (2km SMF) Transceiver        QSFP56-DD        400G        FS        QSFPDD-FR4-400G
79        DR4 Transceiver        QSFP56-DD        400G        10Gtek        Q400-DR4-M8X2
80        FR4 (2km SMF) Transceiver        QSFP56-DD        400G        10Gtek        Q400-FR4-L2-02
81        DAC        OSFP        800G        Amphenol        NJMMER-0006
82        DAC        OSFP to QSFP-DD        400G        Amphenol        NDVYYR-0001
83        DAC        200G OSFP to 2x100G QSFP28        200G        Amphenol        NDVRAF-0001
84        DAC        200G OSFP to 2x100G QSFP28        200G        Amphenol        NDVRAF-0002
85        Twin-port DR4 Transceiver        OSFP 2xDR4 port        400G        FINISAR        FTCE4517E1PCA
86        DR4 Transceiver        QSFP56-DD        400G        JABIL        QD4CS3LCCCR0PAM
87        DR4 Transceiver        QSFP56-DD        400G        Intel        SPTSHP2PMCDF
88        DWDM ZR+ Transceiver        QSFP56-DD        400G        Acacia        DP04QSDD-E30-001
89        DWDM ZR+ Transceiver        QSFP56-DD        400G        CISCO-AC ACIA        DP04QSDD-HE0-001","{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.8"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
11,1f3066d4-9528-4b57-83bd-f4faa13bb3a1,The device(s) must support both AC and DC power.,The Dell Z9432 is the only device that supports both AC and DC,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.9"", ""compliance"": ""Comply"", ""reference_document"": ""DELL POWERSWITCH Z9432F-ON""}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
12,dbb2897d-fdc7-4a03-b2f5-22b0f79543ac,The device(s) must support redundant power supplies.,All devices listed support redundant PSUs,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.10"", ""compliance"": ""Comply"", ""reference_document"": ""See other Sheets""}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
